sample_ID,date,start_time,end_time,climate_logger_ID,latitude,longitude,GPS,city,address,location_description,site,habitat_description,temperature,weather,shade,wind,imp_mean,imp_median,imp_stdev,imp_min,imp_max,t1_mean,t1_max,t1_min,t1_sd,t1_var,t2_mean,t2_max,t2_min,t2_sd,t2_var,t3_mean,t3_max,t3_min,t3_sd,t3_var,raw_moist_mean,raw_moist_max,raw_moist_min,raw_moist_sd,raw_moist_var,vol_moist_mean,vol_moist_max,vol_moist_min,vol_moist_sd,vol_moist_var,remarks_participants,remarks_Nelma
24-11053,23.06.2024,13:13,15:17,94226711,51.3503348,12.4210481,"51.3503348, 12.4210481",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",22,lightly cloudy,no shade,weak wind,4.213592,0,8.722604,0,36,27.47,27.88,26.94,0.36,0.13,26.22,29.50,23.19,2.03,4.13,24.82,28.25,22.06,2.00,4.02,1435.111111,1439,1426.00,3.723051317,13.86111111,17.29,17.4,17.1,0.08,0.006111111,"couple ants active around baits at start, very cloudy from 14:40","only very cloudy for a quarter of exp, kept lightly cloudy"
24-11054,23.06.2024,13:37,15:41,94233393,51.3504223,12.4210870,"51.3504223, 12.4210870",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",22,very cloudy,no shade,weak wind,4.590323,0,8.831573,0,36,26.90,27.25,26.31,0.30,0.09,25.71,28.13,23.38,1.56,2.43,24.64,28.31,21.94,2.05,4.21,1813,1818,1804.00,5.024937811,25.25,25.07,25.2,24.9,0.10,0.01,"couple ants active around baits at start, very cloudy from 14:40","very cloudy for 50% of experiment, so I kept the most cloudy option (origilly written as lightly cloudy)"
24-11055,25.06.2024,12:07,14:10,94233393,51.3364432,12.3753932,"51.3364432, 12.3753932",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, close to edge of park and S-bahn station, open dirt in a shrub bed, moist/wet dirt (lots of rain in past days)",25,no clouds,no shade,strong wind,76.2549,100,37.34717,0,100,30.49,31.63,29.50,0.76,0.58,31.53,33.31,26.19,2.15,4.64,31.09,32.50,27.63,1.48,2.20,2046.444444,2072,2004.00,23.47930531,551.2777778,29.69,30.2,28.9,0.45,0.203611111,couple ants active around baits at start; maybe cotton balls too small because water soaked paper cards and ground under them was moist; switch between weak + strong wind during whole exp.,"since there was both strong and weak wind during the experiment, I kept the stronger option"
24-11056,25.06.2024,12:31,14:33,94226711,51.3364866,12.3756427,"51.3364866, 12.3756427",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, near path, partial grass cover under a tree",25,no clouds,full shade,strong wind,72.39482,100,39.65481,0,100,20.25,20.38,20.13,0.09,0.01,25.08,25.75,24.25,0.51,0.26,26.01,26.75,25.00,0.62,0.39,1373.444444,1379,1365.00,4.719934086,22.27777778,15.98,16.1,15.8,0.10,0.009444444,couple ants active around baits at start and end; switch between weak and strong wind during whole exp,"since there was both strong and weak wind during the experiment, I kept the stronger option"
24-11057,25.06.2024,12:55,14:57,94233325,51.3362815,12.3757607,"51.3362815, 12.3757607",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, in a bed of wood whavings under trees, near path",25,no clouds,full shade,strong wind,67.81877,100,40.09285,0,100,19.06,19.06,19.06,0.00,0.00,24.04,24.25,23.75,0.14,0.02,24.99,25.25,24.50,0.22,0.05,1551.777778,1553,1550.00,0.971825316,0.944444444,19.70,19.7,19.7,0.00,0,couple ants active around baits at start; cards got pretty soaked (balls too small ?); switch between weak and strong wind during whole exp,"end time was miswritten as 12:57 although the entire 120' were carried out, corrected to 14:57"
24-11058,25.06.2024,13:19,15:21,94233372,51.3362767,12.3754586,"51.3362767, 12.3754586",Leipzig,"Roßpl., 04109 Leipzig",Park next to Wilhelm-Leuschner-Platz,Wilhelm-Leuschner-Platz,"open field, mown grass, close to edge of park and S-bahn station, partial grass cover under a small tree",25,no clouds,half-shade,strong wind,72.52751,100,38.14124,0,100,21.16,21.38,20.25,0.39,0.15,25.18,27.38,24.38,0.98,0.96,26.23,27.75,25.63,0.63,0.40,1490.555556,1492,1486.00,1.943650632,3.777777778,18.47,18.5,18.3,0.07,0.005,"many ants active around baits at start, ca. 20 cm away from ant nest (looks like Formica); 1 ant eating on 40% at start of exp; ants going about quickly, exploring baits, not staying very long on them; cards were pretty soaked; switch between weak and strong wind during whole exp","end time was miswritten as 13:21 although the entire 120' were carried out, corrected to 15:21"
24-11059,26.06.2024,8:51,10:53,94233325,51.3304403,12.3613244,"51.3304403, 12.3613244",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"near footpath, under trees, partial grass cover, some tree litter (acorns/dead twigs)",21,no clouds,half-shade,weak wind,0.358306,0,2.750532,0,32,21.43,22.06,20.38,0.63,0.40,27.21,29.63,26.00,1.27,1.61,26.55,28.63,25.88,0.86,0.74,1983.125,1990,1978.00,3.979860012,15.83928571,28.44,28.6,28.3,0.09,0.008392857,few ants active around baits at start,
24-11060,26.06.2024,9:17,11:19,94226711,51.3306391,12.3614156,"51.3306391, 12.3614156",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"ca 5m from footpath, in between trees and shrubs, partial grass cover, leaf litter",24,no clouds,half-shade,weak wind,0.912338,0,4.636331,0,42,21.03,21.81,20.00,0.66,0.43,28.78,30.50,27.50,1.11,1.24,28.86,31.00,27.50,1.19,1.42,2059.777778,2065,2055.00,3.113590282,9.694444444,29.91,30,29.8,0.06,0.003611111,couple ants active around baits at end; between no wind and moments of weak wind,"both no wind and weak wind circled, kept stronger wind option"
24-11061,26.06.2024,9:42,11:45,94233393,51.3304958,12.3615624,"51.3304958, 12.3615624",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"near footpath, small area w/ partial grass cover near tree, rocky soil",24,no clouds,no shade,weak wind,1.935484,0,9.810907,0,91,24.81,26.75,23.06,1.29,1.67,33.15,35.38,29.88,1.79,3.21,31.35,32.94,29.63,1.19,1.42,1469.666667,1510,1425.00,28.08469334,788.75,17.99,18.8,17.1,0.57,0.321111111,,
24-11062,26.06.2024,10:08,12:11,94233372,51.3303450,12.3614655,"51.3303450, 12.3614655",Leipzig,"Karl-Tauchnitz-Straße 26, 04107 Leipzig","Clara-Zetkin park, near Glashaus",Clara-Zetkin park,"under big tree, open dirt, no grass, some acorns and dead twigs",25,no clouds,full shade,weak wind,0.537705,0,3.919609,0,42,17.52,17.63,17.44,0.07,0.00,23.90,24.75,23.13,0.62,0.39,26.20,27.25,24.88,0.87,0.76,1179.666667,1199,1159.00,13.2476413,175.5,11.79,12.2,11.3,0.29,0.086111111,couple ants active around baits at start; between no wind and bursts of weak wind; half-shade from 80 min,"both no wind and weak wind circled, kept stronger wind option; half-shade from 80 minutes but still most of exp in full shade, kept full shade option"
24-11063,26.06.2024,15:43,17:45,94233393,51.3076040,12.3750730,"51.3076040, 12.3750730",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, under a planted shrub, in open dirt bed around shrub. near pathway",30,lightly cloudy,full shade,weak wind,62.51307,69.5,34.44074,0,100,25.12,25.63,24.81,0.26,0.07,29.81,30.38,28.25,0.62,0.38,31.12,31.63,30.25,0.47,0.22,1170.444444,1174,1156.00,5.790317589,33.52777778,11.59,11.7,11.3,0.13,0.016111111,couple ants active around baits at start,"end time was miswritten as 15:45 although the entire 120' were carried out, corrected to 17:45"
24-11064,26.06.2024,16:08,18:10,94233372,51.3076560,12.3748600,"51.3076560, 12.3748600",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, in open dirt bed under a planted (leafless) tree",30,lightly cloudy,half-shade,weak wind,63.31833,72,34.30577,0,100,30.22,30.38,30.00,0.15,0.02,35.94,38.25,33.94,1.42,2.02,34.67,37.06,32.50,1.51,2.29,1325,1330,1315.00,4.330127019,18.75,14.94,15,14.7,0.10,0.010277778,couple ants active around baits at start,"end time was miswritten as 16:10 although the entire 120' were carried out, corrected to 18:10"
24-11065,26.06.2024,16:33,18:37,94233325,51.3076250,12.3747760,"51.3076250, 12.3747760",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, partial grass cover and open dirt",30,lightly cloudy,no shade,weak wind,62.3268,68,34.40148,0,100,34.11,35.19,32.81,0.78,0.61,34.87,37.63,32.00,1.89,3.56,33.07,35.63,31.00,1.69,2.85,1691.666667,1701,1660.00,13.40708768,179.75,22.62,22.8,22,0.27,0.071944444,some/few ants active around baits at start + on bait 10%,
24-11066,26.06.2024,16:58,19:00,94226711,51.3075190,12.3748460,"51.3075190, 12.3748460",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, in open dirt bed under a planted shrub",31,lightly cloudy,half-shade,weak wind,59.94156,60,35.05557,0,100,28.34,28.56,27.94,0.20,0.04,32.30,35.25,30.13,1.77,3.13,32.35,34.63,30.13,1.60,2.56,1389,1392,1384.00,2.783882181,7.75,16.29,16.4,16.2,0.06,0.003611111,few ants active around baits at start,
24-11067,27.06.2024,8:35,10:38,94226711,51.3642750,12.2858250,"51.3642750, 12.2858250",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath + rocky ditch (small), very rocky soil, partial grass cover",22,no clouds,no shade,weak wind,1.425806,0,7.157625,0,59,24.90,26.00,24.25,0.62,0.38,30.13,34.25,27.31,2.54,6.44,29.10,31.00,26.88,1.43,2.05,1274,1299,1244.00,17.79747173,316.75,13.83,14.4,13.2,0.40,0.1575,some active ants around baits at start; end 25-26°,
24-11068,27.06.2024,9:00,11:03,94233393,51.3643050,12.2857060,"51.3643050, 12.2857060",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath, very rocky soil, partial grass cover",22,no clouds,no shade,weak wind,1.461039,0,7.214373,0,59,25.15,26.88,23.50,1.19,1.42,29.17,30.38,26.81,1.20,1.44,29.03,30.19,26.25,1.32,1.75,1184.222222,1196,1164.00,11.33333333,128.4444444,11.88,12.1,11.5,0.23,0.054444444,couple ants active around baits at start; end 26°,
24-11069,27.06.2024,9:25,11:27,94233325,51.3643650,12.2856300,"51.3643650, 12.2856300",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath and bench, very rocky soil, partial grass cover",23,no clouds,no shade,weak wind,0.954984,0,5.149648,0,46,26.18,27.75,24.50,1.20,1.43,32.39,33.38,30.00,1.19,1.42,30.49,31.50,28.38,1.11,1.22,1213.125,1233,1186.00,15.751984,248.125,12.53,13,11.9,0.37,0.139285714,couple ants active around baits at start; end 27°,
24-11070,27.06.2024,9:50,11:53,94233372,51.3643430,12.2857690,"51.3643430, 12.2857690",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath and bench, very rocky soil, partial grass cover",24,no clouds,no shade,weak wind,0.562914,0,3.654945,0,33,27.47,29.00,25.63,1.17,1.37,33.31,36.00,31.13,1.42,2.03,30.92,33.25,29.00,1.26,1.60,1153.777778,1175,1126.00,15.27070543,233.1944444,11.22,11.7,10.6,0.33,0.106944444,some ants active around baits at start,
24-11071,27.06.2024,15:20,17:22,94233393,51.3236890,12.3181750,"51.3236890, 12.3181750",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"near graveyard wall, few meters from path, at foot of dead tree, bare earth",29,lightly cloudy,no shade,weak wind,40.43421,31,30.72922,0,100,30.94,31.50,30.50,0.30,0.09,32.91,36.00,30.13,1.90,3.62,31.09,33.50,29.00,1.61,2.59,1242.333333,1248,1232.00,5.315072906,28.25,13.14,13.3,12.9,0.14,0.020277778,couple ants active around baits at 5 minutes,
24-11072,27.06.2024,15:45,17:48,94233325,51.3237580,12.3181480,"51.3237580, 12.3181480",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"few meters from path, near compost piles, under a tree, partial grass cover",29,lightly cloudy,half-shade,weak wind,37.81494,28,30.30304,0,100,26.24,26.75,25.38,0.59,0.34,32.31,36.25,30.13,2.17,4.72,32.03,36.00,29.56,2.37,5.62,1560.666667,1566,1549.00,5.408326913,29.25,19.91,20,19.7,0.11,0.011111111,,
24-11073,27.06.2024,16:09,18:12,94226711,51.3237800,12.3183470,"51.3237800, 12.3183470",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"few meters from path, behind 2 big graves, partial grass cover",28,lightly cloudy,full shade,weak wind,35.85902,25,30.29867,0,100,24.94,25.13,24.63,0.18,0.03,28.24,29.75,27.25,0.88,0.77,28.73,30.56,27.75,0.98,0.95,1502.222222,1503,1501.00,0.666666667,0.444444444,18.70,18.7,18.7,0.00,0,couple ants active around baits at start,
24-11074,27.06.2024,16:34,18:38,94233372,51.3236640,12.3183470,"51.3236640, 12.3183470",Leipzig,"Stockmannstraße 13, 04179 Leipzig",Parkfriedhof Plagwitz,Plagwitz Parkfriedhof ,"near graveyard wall, few meters from path, under a shrub, partial grass cover",28,lightly cloudy,full shade,weak wind,41.36039,31,31.7736,0,100,22.78,22.88,22.50,0.11,0.01,27.75,30.38,26.75,1.15,1.31,28.74,30.94,27.88,0.95,0.91,1630.777778,1633,1629.00,1.201850425,1.444444444,21.36,21.4,21.3,0.05,0.002777778,some ants around baits + on baits at start,"end time was miswritten as 16:38 although the entire 120' were carried out, corrected to 18:38"
24-11075,23.07.2024,12:46,14:50,94226787,51.3419526,12.3813410,"51.3419526, 12.3813410",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, close to edge of park and S-bahn station, open dirt in a shrub bed, moist/wet dirt (lots of rain in past days)",26,lightly cloudy,no shade,no wind,47.33441,29,42.47228,0,100,25.67,26.13,25.31,0.27,0.08,30.84,34.06,28.75,1.86,3.47,30.46,34.00,27.38,2.45,6.02,1523.75,1535,1508.00,9.881440034,97.64285714,19.11,19.4,18.8,0.21,0.044107143,very cloudy between 13:35-14:00 + around end time; card under bait was soaked for all concentrations,"end time was miswritten as 15:50 although not more than 120' were carried out, corrected to 14:50; very cloudy for less than half the experiment, kept lightly cloudy"
24-11076,23.07.2024,13:13,15:16,94226814,51.3419168,12.3814835,"51.3419168, 12.3814835",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, near path, partial grass cover under a tree",26,lightly cloudy,no shade,weak wind,45.22977,27,41.86868,0,100,31.18,31.63,31.00,0.21,0.04,32.83,36.63,30.00,2.10,4.42,30.74,35.75,28.06,2.80,7.83,1406.777778,1416,1381.00,12.24518046,149.9444444,16.66,16.9,16.1,0.27,0.072777778,couple ants active at start; very cloudy between 13:35-14:00 and 14:45-15:00,"very cloudy for less than half of the experiment, kept lightly cloudy"
24-11077,23.07.2024,13:38,15:43,94253291,51.3417930,12.3814517,"51.3417930, 12.3814517",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, in a bed of wood whavings under trees, near path",27,very cloudy,half-shade,weak wind,45.6891,30,41.13832,0,100,29.10,30.00,28.25,0.61,0.38,28.33,29.38,27.63,0.70,0.48,27.95,29.00,27.50,0.56,0.31,1204.555556,1208,1202.00,2.068278941,4.277777778,12.33,12.4,12.3,0.05,0.0025,couple ants aactive at start; very cloudy from 13:38-14:00 then 14:45-15:00 and around end of exp,"very cloudy for about half of the experiment, so I kept very cloudy option"
24-11078,23.07.2024,14:04,16:10,94253279,51.3418561,12.3812441,"51.3418561, 12.3812441",Leipzig,"Goethestraße 11, 04109 Leipzig","Schwanenteich, park behind opera house",Leipzig Schwanenteich,"open field, mown grass, close to edge of park and S-bahn station, partial grass cover under a small tree",27,very cloudy,full shade,weak wind,48.65806,33.5,42.34253,0,100,22.30,22.38,22.19,0.06,0.00,26.34,26.88,25.81,0.37,0.14,27.08,27.63,26.38,0.49,0.24,1466.444444,1468,1464.00,1.236033081,1.527777778,17.92,18,17.9,0.04,0.001944444,"couple ants active at start (1 on climate logger); oscillating between very + lightly cloudy; paper card under baits relatively soaked, less so for 40%; other small yellow myrmicines seen at beginning but not on baits at end","oscillating between lightly and very cloudy, kept mostcloudy option"
24-11079,25.07.2024,12:12,14:17,94253291,51.3642836,12.2858597,"51.3642836, 12.2858597",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath + rocky ditch (small), very rocky soil, partial grass cover",21,lightly cloudy,no shade,strong wind,1.211538,0,6.698172,0,59,26.49,26.88,26.25,0.23,0.05,29.42,30.44,26.38,1.37,1.86,27.57,28.63,24.94,1.16,1.35,1102.111111,1105,1097.00,2.848001248,8.111111111,10.10,10.2,10,0.09,0.0075,couple ants active around baits at start; had to clear some vegetation to lay cards flat; cards soaked under baits (40% slightly); small ants on underside are not the same as the larger ants seen on baits; between strong and weak wind,"between strong and weak wind, kept stronger wind option"
24-11080,25.07.2024,12:37,14:41,94253279,51.3642598,12.2857008,"51.3642598, 12.2857008",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath, very rocky soil, partial grass cover",21,lightly cloudy,half-shade,strong wind,2.280645,0,9.175807,0,59,22.90,23.50,22.63,0.32,0.10,26.63,28.38,25.38,1.15,1.33,26.38,27.63,24.56,0.87,0.76,1087.777778,1100,1069.00,10.43764554,108.9444444,9.79,10,9.4,0.21,0.043611111,had to clear some vegetation out to lay cards flat; all cards under baits were wet; between strong wind and weak wind,"between strong and weak wind, kept stronger wind option"
24-11081,25.07.2024,13:02,15:06,94226787,51.3643418,12.2856559,"51.3643418, 12.2856559",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath and bench, very rocky soil, partial grass cover",22,lightly cloudy,no shade,weak wind,0.961165,0,5.165712,0,46,28.13,28.75,27.88,0.28,0.08,31.19,32.81,29.75,0.89,0.79,28.31,29.13,27.50,0.53,0.28,1391.555556,1396,1383.00,4.245913068,18.02777778,16.34,16.4,16.2,0.07,0.005277778,had to clear some vegetation to lay card down; between strong and weak wind,"between strong and weak wind, kept stronger wind option"
24-11082,25.07.2024,13:29,15:32,94226814,51.3643584,12.2857893,"51.3643584, 12.2857893",Leipzig,"Ludwig-Jahn-Straße 24, 04178 Leipzig","Boehlitz-Ehrenberg, ehemalige Deponie",Boehlitz-Ehrenberg,"on hill (former landfill), next to footpath and bench, very rocky soil, partial grass cover",22,lightly cloudy,no shade,strong wind,0.550162,0,3.61428,0,33,30.92,31.63,30.56,0.37,0.13,31.24,32.06,30.19,0.62,0.39,29.28,30.63,28.38,0.76,0.57,1186.222222,1195,1170.00,8.288211173,68.69444444,11.93,12.1,11.6,0.17,0.03,few ants active around baits at start (ca 5); had to remove some vegetation; between strong and weak wind,"between strong and weak wind, kept stronger wind option"
24-11083,26.07.2024,9:27,11:30,94253279,51.4002687,12.4054202,"51.4002687, 12.4054202",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",21,"rain, very cloudy",no shade,weak wind,64.97756,80,38.4428,0,100,23.62,24.25,22.88,0.55,0.30,25.76,27.13,22.88,1.31,1.73,25.01,26.13,22.38,1.20,1.45,1153.666667,1157,1149.00,2.738612788,7.5,11.22,11.3,11.1,0.08,0.006944444,"few ants active at start; very light rain, then stronger rain from 10:00",very cloudy added from pictures taken on exp day at site
24-11084,26.07.2024,9:51,11:53,94253291,51.4002386,12.4057146,"51.4002386, 12.4057146",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",21,"rain, very cloudy",no shade,weak wind,59.0495,73,40.38005,0,100,24.69,24.94,24.38,0.23,0.05,25.87,27.63,21.94,2.04,4.15,25.24,26.88,22.25,1.69,2.85,1136.222222,1142,1122.00,7.395569244,54.69444444,10.83,11,10.5,0.17,0.03,"couple ants active at start; very light rain, then normal rain from 10:00",very cloudy added from pictures taken on exp day at site
24-11085,26.07.2024,10:33,12:37,94226814,51.4001660,12.4058091,"51.4001660, 12.4058091",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",21,"rain, very cloudy",no shade,weak wind,60.27419,75,41.22995,0,100,23.58,24.13,23.19,0.29,0.08,23.56,27.25,21.38,1.97,3.90,23.53,27.13,21.50,1.86,3.44,1302.111111,1309,1294.00,4.01386486,16.11111111,14.44,14.6,14.3,0.09,0.007777778,"few ants active around baits at start; start very light rain, then stronger rain",very cloudy added from pictures taken on exp day at site
24-11086,26.07.2024,10:57,12:59,94226787,51.4001641,12.4055862,"51.4001641, 12.4055862",Leipzig,"Handelsring, 04356 Leipzig","Leipzig Messe, near highway",Leipzig Messe,"open grassy lot, very gravelly/rocky soil, sandy (close to large pile of sand)",21,"rain, very cloudy",no shade,weak wind,64.22222,80.5,39.21955,0,100,26.24,28.06,25.13,1.06,1.11,24.17,26.50,22.31,1.37,1.87,23.21,24.94,21.75,1.11,1.23,912,916,907.00,3.391164992,11.5,5.87,6,5.7,0.10,0.01,"very light rain, became stronger rain",very cloudy added from pictures taken on exp day at site
24-11087,28.07.2024,16:02,18:05,94226787,51.2834345,12.3470252,"51.2834345, 12.3470252",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, next to gravel road, few 100m away from Cospudener See",24,lightly cloudy,no shade,weak wind,0,0,0,0,0,26.19,26.63,25.81,0.29,0.08,29.95,30.88,27.75,0.98,0.97,28.95,29.81,26.06,1.21,1.45,1717.625,1722,1704.00,6.022280062,36.26785714,23.15,23.2,22.9,0.11,0.011428571,had to clear some vegetation to lay cards flat; no clouds from around 17:15,"no clouds for less than half the experiment, kept lightly cloudy"
24-11088,28.07.2024,16:28,18:30,94226814,51.2833179,12.3469534,"51.2833179, 12.3469534",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, next to gravel road, few 100m away from Cospudener See",24,lightly cloudy,no shade,weak wind,0,0,0,0,0,25.97,26.38,25.50,0.30,0.09,29.51,30.50,27.56,0.91,0.83,27.92,28.44,27.13,0.37,0.14,1291.222222,1299,1278.00,7.822687802,61.19444444,14.22,14.4,13.9,0.19,0.034444444,many ants active around baits at start (might be near ant nest); had to clear some vegetation to lay cards flat; no clouds from ca 17:15,"no clouds for about half the exp, still kept lightly cloudy since its a bit equal"
24-11089,28.07.2024,16:52,18:54,94253279,51.2832584,12.3471640,"51.2832584, 12.3471640",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, about 20m from gravel road, few 100m away from Cospudener See",23,no clouds,half-shade,weak wind,0,0,0,0,0,21.64,21.81,21.31,0.18,0.03,25.71,27.25,23.56,1.30,1.70,27.77,28.50,26.63,0.64,0.41,1837.888889,1849,1828.00,5.754225501,33.11111111,25.58,25.8,25.4,0.11,0.011944444,no clouds from 17:15,"no clouds for most of exp, kept no clouds instead of origil lightly cloudy"
24-11090,28.07.2024,17:19,19:21,94253291,51.2833781,12.3471723,"51.2833781, 12.3471723",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, about 20m from gravel road, few 100m away from Cospudener See",23,no clouds,no shade,weak wind,0,0,0,0,0,26.33,27.19,25.50,0.59,0.34,28.01,31.31,24.06,2.34,5.47,29.31,30.56,26.19,1.33,1.78,1420.222222,1426,1415.00,3.562926388,12.69444444,16.94,17.1,16.8,0.09,0.007777778,couple ants active around baits at start; had to clearr some vegetation to lay cards flat,
24-11091,30.07.2024,12:03,14:06,94253279,51.3076046,12.3750660,"51.3076046, 12.3750660",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, under a planted shrub, in open dirt bed around shrub. near pathway",25,no clouds,half-shade,no wind,62.26645,68.5,34.41893,0,100,21.34,21.38,21.25,0.06,0.00,25.63,26.13,25.13,0.37,0.14,27.48,28.63,26.75,0.58,0.34,1313.125,1327,1292.00,12.1471631,147.5535714,14.69,15,14.2,0.27,0.075535714,had to clear a little grass/plants to lay cards flat,
24-11092,30.07.2024,12:28,14:30,94226814,51.3077213,12.3749446,"51.3077213, 12.3749446",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, in open dirt bed under a planted (leafless) tree",25,no clouds,no shade,no wind,64.50489,72,33.75196,0,100,26.10,26.50,25.75,0.27,0.07,35.03,37.06,33.00,1.30,1.68,33.67,34.63,32.38,0.69,0.47,1142,1153,1127.00,7.533259587,56.75,10.94,11.2,10.6,0.17,0.030277778,couple active ants at start,
24-11093,30.07.2024,12:53,14:55,94253291,51.3076473,12.3748108,"51.3076473, 12.3748108",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, partial grass cover and open dirt",26,no clouds,no shade,no wind,62.70968,68.5,34.40554,0,100,28.23,29.25,27.00,0.78,0.61,34.01,34.75,33.00,0.63,0.39,33.48,33.88,32.50,0.51,0.26,1524.125,1541,1503.00,12.51784441,156.6964286,19.15,19.5,18.7,0.27,0.071428571,no ants seen around,
24-11094,30.07.2024,13:18,15:20,94226787,51.3075262,12.3748534,"51.3075262, 12.3748534",Leipzig,"Herderstraße 7, 04277 Leipzig","Herderspielplatz, Connewitz",Connewitz Herderspielplatz,"grassy field in middle of park, near pathway, in open dirt bed under a planted shrub",26,no clouds,half-shade,no wind,59.94156,60,35.05557,0,100,23.46,23.88,23.25,0.23,0.05,26.21,28.13,24.94,1.25,1.55,27.81,30.19,25.56,1.72,2.97,1564.444444,1568,1559.00,3.004626063,9.027777778,19.99,20.1,19.9,0.06,0.003611111,had to clear some grass and plants to lay cards flat,
