sample_ID,concentration,count_time,individuals,remarks_participants,remarks_Nelma
22-11010,10,Lab,0,,"2 entries for this sample ID, 1 with no ants on any %"
22-11010,20,5,1,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,10,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,20,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,40,1,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,80,29,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,120,16,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,Frozen,47,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,20,Lab,1,,"2 entries for this sample ID, 1 with no ants on any %"
22-11010,40,5,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,10,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,20,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,40,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,80,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,120,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,Frozen,0,,"no info on location. Too many different schools did experiments on this day to say where it could be, there is nothing distinctive on the data sheet"
22-11010,40,Lab,0,,"2 entries for this sample ID, 1 with no ants on any %"
22-11011,0,5,1,,
22-11011,0,10,2,,
22-11011,0,20,2,,
22-11011,0,40,0,,
22-11011,0,80,1,,
22-11011,0,120,1,,
22-11011,0,Frozen,2,,
22-11011,0,Lab,2,,
22-11011,5,5,0,,
22-11011,5,10,0,,
22-11011,5,20,1,,
22-11011,5,40,1,,
22-11011,5,80,0,,
22-11011,5,120,1,,
22-11011,5,Frozen,1,,
22-11011,5,Lab,1,,
22-11011,10,5,1,,
22-11011,10,10,0,,
22-11011,10,20,4,,
22-11011,10,40,6,,
22-11011,10,80,10,,
22-11011,10,120,10,,
22-11011,10,Frozen,13,,
22-11011,10,Lab,13,,
22-11011,20,5,2,,
22-11011,20,10,5,,
22-11011,20,20,35,,
22-11011,20,40,36,,
22-11011,20,80,36,,
22-11011,20,120,38,,
22-11011,20,Frozen,47,,
22-11011,20,Lab,47,,
22-11011,40,5,1,,
22-11011,40,10,0,,
22-11011,40,20,1,,
22-11011,40,40,1,,
22-11011,40,80,3,,
22-11011,40,120,4,,
22-11011,40,Frozen,9,,
22-11011,40,Lab,8,,
22-11012,0,5,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,10,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,20,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,40,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,80,1,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,120,57,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,Frozen,70,"wind: it says ""teilweise"" under the weak wind ",
22-11012,0,Lab,72,,
22-11012,5,5,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,10,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,20,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,40,4,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,80,2,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,120,10,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,Frozen,8,"wind: it says ""teilweise"" under the weak wind ",
22-11012,5,Lab,8,,
22-11012,10,5,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,10,1,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,20,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,40,9,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,80,18,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,120,5,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,Frozen,18,"wind: it says ""teilweise"" under the weak wind ",
22-11012,10,Lab,15,,
22-11012,20,5,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,10,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,20,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,40,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,80,1,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,120,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,Frozen,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,20,Lab,,,20 and 40 % missing
22-11012,40,5,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,10,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,20,1,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,40,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,80,3,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,120,1,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,Frozen,0,"wind: it says ""teilweise"" under the weak wind ",
22-11012,40,Lab,,,20 and 40 % missing
22-11013,0,5,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,10,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,20,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,40,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,80,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,120,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,Frozen,,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,0,Lab,0,,
22-11013,5,5,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,10,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,20,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,40,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,80,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,120,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,Frozen,,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,5,Lab,0,,
22-11013,10,5,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,10,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,20,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,40,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,80,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,120,1,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,Frozen,,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,10,Lab,0,,
22-11013,20,5,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,10,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,20,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,40,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,80,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,120,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,Frozen,,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,20,Lab,0,,
22-11013,40,5,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,10,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,20,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,40,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,80,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,120,0,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,Frozen,,disturbance everywhere: people; temperature was taken at 12:23,
22-11013,40,Lab,0,,
22-11014,0,5,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,10,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,20,1,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,40,1,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,80,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,120,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,Frozen,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,0,Lab,,,no sample linked to this data sheet
22-11014,5,5,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,10,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,20,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,40,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,80,2,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,120,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,Frozen,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,5,Lab,,,no sample linked to this data sheet
22-11014,10,5,1,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,10,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,20,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,40,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,80,1,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,120,3,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,Frozen,13,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,10,Lab,,,no sample linked to this data sheet
22-11014,20,5,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,10,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,20,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,40,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,80,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,120,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,Frozen,2,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,20,Lab,,,no sample linked to this data sheet
22-11014,40,5,0,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,10,1,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,20,1,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,40,2,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,80,5,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,120,10,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,Frozen,15,,"No info on location, but only school that did experiments on that day is the Ellen-key-schule. Time of day and weather conditions also match other experiments"
22-11014,40,Lab,,,no sample linked to this data sheet
